transaction_id,sender_account,receiver_account,amount,timestamp
T969,A1426,A1250,5013.86,2024-01-01 16:08:00
T970,A1315,A1208,3878.16,2024-01-01 16:09:00
T971,A1480,A1487,6538.0,2024-01-01 16:10:00
T972,A1143,A1016,16571.53,2024-01-01 16:11:00
T973,A1353,A1189,7913.43,2024-01-01 16:12:00
T974,A1111,A1227,1451.97,2024-01-01 16:13:00
T975,A1227,A1486,190.08,2024-01-01 16:14:00
T976,A1120,A1437,1825.02,2024-01-01 16:15:00
T977,A1185,A1050,5424.36,2024-01-01 16:16:00
T978,A1351,A1188,316.77,2024-01-01 16:17:00
T979,A1278,A1461,4115.44,2024-01-01 16:18:00
T980,A1330,A1183,5450.57,2024-01-01 16:19:00
T981,A1031,A1203,2440.99,2024-01-01 16:20:00
T982,A1141,A1097,8841.9,2024-01-01 16:21:00
T983,A1495,A1062,676.31,2024-01-01 16:22:00
T984,A1485,A1434,468.66,2024-01-01 16:23:00
T985,A1421,A1232,7815.88,2024-01-01 16:24:00
T986,A1046,A1339,4105.02,2024-01-01 16:25:00
T987,A1108,A1328,6996.26,2024-01-01 16:26:00
T988,A1327,A1305,3423.74,2024-01-01 16:27:00
T989,A1497,A1010,1697.38,2024-01-01 16:28:00
T990,A1025,A1402,10258.94,2024-01-01 16:29:00
T991,A1170,A1124,9639.13,2024-01-01 16:30:00
T992,A1064,A1402,7118.69,2024-01-01 16:31:00
T993,A1289,A1105,1905.92,2024-01-01 16:32:00
T994,A1035,A1424,5352.97,2024-01-01 16:33:00
T995,A1391,A1283,2686.86,2024-01-01 16:34:00
T996,A1106,A1300,576.3,2024-01-01 16:35:00
T997,A1110,A1416,14956.2,2024-01-01 16:36:00
T998,A1445,A1119,882.78,2024-01-01 16:37:00
T999,A1168,A1396,18002.94,2024-01-01 16:38:00
T1000,A1075,A1403,3543.61,2024-01-01 16:39:00
T1001,A1461,A1305,1228.38,2024-01-01 16:40:00
T1002,A1001,A1141,4684.02,2024-01-01 16:41:00
T1003,A1439,A1074,12378.85,2024-01-01 16:42:00
T1004,A1066,A1276,7905.65,2024-01-01 16:43:00
T1005,A1128,A1408,9856.76,2024-01-01 16:44:00
T1006,A1089,A1056,6451.43,2024-01-01 16:45:00
T1007,A1338,A1443,7071.32,2024-01-01 16:46:00
T1008,A1013,A1067,11350.63,2024-01-01 16:47:00
T1009,A1007,A1183,1723.44,2024-01-01 16:48:00
T1010,A1404,A1403,4033.31,2024-01-01 16:49:00
T1011,A1121,A1301,1500.08,2024-01-01 16:50:00
T1012,A1165,A1008,26373.35,2024-01-01 16:51:00
T1013,A1089,A1135,17300.78,2024-01-01 16:52:00
T1014,A1026,A1064,241.35,2024-01-01 16:53:00
T1015,A1379,A1215,7336.39,2024-01-01 16:54:00
T1016,A1269,A1058,15561.5,2024-01-01 16:55:00
T1017,A1381,A1032,1194.92,2024-01-01 16:56:00
T1018,A1243,A1229,5035.22,2024-01-01 16:57:00
T1019,A1398,A1185,14825.19,2024-01-01 16:58:00
T1020,A1262,A1303,207.21,2024-01-01 16:59:00
T1021,A1055,A1231,7172.46,2024-01-01 17:00:00
T1022,A1257,A1113,2117.37,2024-01-01 17:01:00
T1023,A1484,A1314,15493.49,2024-01-01 17:02:00
T1024,A1022,A1372,21254.82,2024-01-01 17:03:00
T1025,A1401,A1465,17323.04,2024-01-01 17:04:00
T1026,A1443,A1337,3857.17,2024-01-01 17:05:00
T1027,A1266,A1154,11884.86,2024-01-01 17:06:00
T1028,A1234,A1329,11168.56,2024-01-01 17:07:00
T1029,A1493,A1015,2306.04,2024-01-01 17:08:00
T1030,A1031,A1245,10593.59,2024-01-01 17:09:00
T1031,A1433,A1205,226.26,2024-01-01 17:10:00
T1032,A1218,A1351,5442.05,2024-01-01 17:11:00
T1033,A1055,A1251,1568.26,2024-01-01 17:12:00
T1034,A1364,A1465,770.87,2024-01-01 17:13:00
T1035,A1227,A1037,480.45,2024-01-01 17:14:00
T1036,A1460,A1041,7150.07,2024-01-01 17:15:00
T1037,A1164,A1311,2491.96,2024-01-01 17:16:00
T1038,A1075,A1033,7740.82,2024-01-01 17:17:00
T1039,A1064,A1140,405.54,2024-01-01 17:18:00
T1040,A1319,A1324,2272.56,2024-01-01 17:19:00
T1041,A1299,A1280,4652.54,2024-01-01 17:20:00
T1042,A1364,A1166,9384.58,2024-01-01 17:21:00
T1043,A1195,A1305,2302.98,2024-01-01 17:22:00
T1044,A1271,A1150,5899.25,2024-01-01 17:23:00
T1045,A1232,A1258,13028.17,2024-01-01 17:24:00
T1046,A1309,A1220,5740.54,2024-01-01 17:25:00
T1047,A1050,A1406,1591.29,2024-01-01 17:26:00
T1048,A1359,A1058,148.22,2024-01-01 17:27:00
T1049,A1436,A1335,12245.89,2024-01-01 17:28:00
T1050,A1333,A1449,128.99,2024-01-01 17:29:00
T1051,A1393,A1282,12462.35,2024-01-01 17:30:00
T1052,A1369,A1443,4516.58,2024-01-01 17:31:00
T1053,A1110,A1220,16787.95,2024-01-01 17:32:00
T1054,A1231,A1454,9620.24,2024-01-01 17:33:00
T1055,A1116,A1211,37093.17,2024-01-01 17:34:00
T1056,A1173,A1423,2591.27,2024-01-01 17:35:00
T1057,A1232,A1204,8745.15,2024-01-01 17:36:00
T1058,A1212,A1373,3084.29,2024-01-01 17:37:00
T1059,A1048,A1160,3922.12,2024-01-01 17:38:00
T1060,A1218,A1160,5925.2,2024-01-01 17:39:00
T1061,A1340,A1130,12413.48,2024-01-01 17:40:00
T1062,A1191,A1488,24842.38,2024-01-01 17:41:00
T1063,A1078,A1351,8773.18,2024-01-01 17:42:00
T1064,A1472,A1242,3245.31,2024-01-01 17:43:00
T1065,A1034,A1046,3282.42,2024-01-01 17:44:00
T1066,A1425,A1043,8026.91,2024-01-01 17:45:00
T1067,A1047,A1221,1636.97,2024-01-01 17:46:00
T1068,A1049,A1381,702.4,2024-01-01 17:47:00
T1069,A1378,A1190,2627.52,2024-01-01 17:48:00
T1070,A1415,A1066,2031.65,2024-01-01 17:49:00
T1071,A1284,A1030,2108.49,2024-01-01 17:50:00
T1072,A1300,A1489,1596.37,2024-01-01 17:51:00
T1073,A1287,A1287,258.03,2024-01-01 17:52:00
T1074,A1168,A1343,108.21,2024-01-01 17:53:00
T1075,A1062,A1210,26399.87,2024-01-01 17:54:00
T1076,A1181,A1447,3349.32,2024-01-01 17:55:00
T1077,A1340,A1481,2910.23,2024-01-01 17:56:00
T1078,A1384,A1216,6830.0,2024-01-01 17:57:00
T1079,A1444,A1468,1477.35,2024-01-01 17:58:00
T1080,A1369,A1026,17969.74,2024-01-01 17:59:00
T1081,A1495,A1147,9260.36,2024-01-01 18:00:00
T1082,A1307,A1159,561.98,2024-01-01 18:01:00
T1083,A1180,A1053,3243.39,2024-01-01 18:02:00
T1084,A1295,A1259,12677.66,2024-01-01 18:03:00
T1085,A1108,A1079,17373.37,2024-01-01 18:04:00
T1086,A1336,A1246,3779.92,2024-01-01 18:05:00
T1087,A1114,A1433,5702.37,2024-01-01 18:06:00
T1088,A1055,A1179,1096.57,2024-01-01 18:07:00
T1089,A1432,A1284,28376.67,2024-01-01 18:08:00
T1090,A1188,A1058,1581.23,2024-01-01 18:09:00
T1091,A1390,A1142,17160.06,2024-01-01 18:10:00
T1092,A1293,A1115,6292.88,2024-01-01 18:11:00
T1093,A1413,A1219,5614.93,2024-01-01 18:12:00
T1094,A1432,A1287,4313.11,2024-01-01 18:13:00
T1095,A1498,A1392,1573.41,2024-01-01 18:14:00
T1096,A1419,A1318,1165.35,2024-01-01 18:15:00
T1097,A1314,A1345,1494.51,2024-01-01 18:16:00
T1098,A1329,A1285,1238.0,2024-01-01 18:17:00
T1099,A1013,A1311,9073.44,2024-01-01 18:18:00
T1100,A1475,A1336,2585.85,2024-01-01 18:19:00
T1101,A1424,A1355,357.5,2024-01-01 18:20:00
T1102,A1136,A1014,20862.51,2024-01-01 18:21:00
T1103,A1092,A1139,12913.93,2024-01-01 18:22:00
T1104,A1359,A1390,15765.93,2024-01-01 18:23:00
T1105,A1158,A1471,31680.3,2024-01-01 18:24:00
T1106,A1173,A1179,1146.2,2024-01-01 18:25:00
T1107,A1003,A1092,3027.49,2024-01-01 18:26:00
T1108,A1445,A1073,8518.82,2024-01-01 18:27:00
T1109,A1289,A1336,7144.77,2024-01-01 18:28:00
T1110,A1205,A1035,1002.68,2024-01-01 18:29:00
T1111,A1072,A1379,10151.48,2024-01-01 18:30:00
T1112,A1324,A1497,1525.02,2024-01-01 18:31:00
T1113,A1015,A1046,1520.21,2024-01-01 18:32:00
T1114,A1382,A1271,4619.84,2024-01-01 18:33:00
T1115,A1110,A1192,5392.77,2024-01-01 18:34:00
T1116,A1214,A1232,5206.24,2024-01-01 18:35:00
T1117,A1174,A1080,575.68,2024-01-01 18:36:00
T1118,A1189,A1159,12595.95,2024-01-01 18:37:00
T1119,A1369,A1166,1852.21,2024-01-01 18:38:00
T1120,A1397,A1482,832.23,2024-01-01 18:39:00
T1121,A1290,A1305,13175.75,2024-01-01 18:40:00
T1122,A1043,A1452,18694.06,2024-01-01 18:41:00
T1123,A1026,A1079,11888.56,2024-01-01 18:42:00
T1124,A1080,A1386,9949.12,2024-01-01 18:43:00
T1125,A1316,A1025,6389.48,2024-01-01 18:44:00
T1126,A1345,A1041,4802.49,2024-01-01 18:45:00
T1127,A1139,A1226,546.03,2024-01-01 18:46:00
T1128,A1338,A1217,3150.09,2024-01-01 18:47:00
T1129,A1248,A1310,2797.87,2024-01-01 18:48:00
T1130,A1226,A1212,1804.63,2024-01-01 18:49:00
T1131,A1139,A1110,7711.53,2024-01-01 18:50:00
T1132,A1386,A1262,4109.59,2024-01-01 18:51:00
T1133,A1058,A1176,507.12,2024-01-01 18:52:00
T1134,A1220,A1056,1492.18,2024-01-01 18:53:00
T1135,A1145,A1347,6898.02,2024-01-01 18:54:00
T1136,A1347,A1303,475.11,2024-01-01 18:55:00
T1137,A1249,A1269,11431.19,2024-01-01 18:56:00
T1138,A1341,A1157,4100.92,2024-01-01 18:57:00
T1139,A1023,A1112,3930.33,2024-01-01 18:58:00
T1140,A1202,A1306,5384.93,2024-01-01 18:59:00
T1141,A1028,A1003,10446.89,2024-01-01 19:00:00
T1142,A1104,A1154,2564.51,2024-01-01 19:01:00
T1143,A1484,A1108,6799.52,2024-01-01 19:02:00
T1144,A1392,A1070,5004.56,2024-01-01 19:03:00
T1145,A1391,A1130,1863.89,2024-01-01 19:04:00
T1146,A1148,A1167,12653.47,2024-01-01 19:05:00
T1147,A1061,A1003,9579.9,2024-01-01 19:06:00
T1148,A1254,A1382,6445.6,2024-01-01 19:07:00
T1149,A1220,A1089,11406.03,2024-01-01 19:08:00
T1150,A1066,A1194,12117.72,2024-01-01 19:09:00
T1151,A1272,A1360,7393.47,2024-01-01 19:10:00
T1152,A1117,A1256,10884.52,2024-01-01 19:11:00
T1153,A1286,A1426,7173.48,2024-01-01 19:12:00
T1154,A1342,A1412,6839.25,2024-01-01 19:13:00
T1155,A1181,A1036,5783.62,2024-01-01 19:14:00
T1156,A1203,A1441,8383.32,2024-01-01 19:15:00
T1157,A1379,A1021,1036.17,2024-01-01 19:16:00
T1158,A1223,A1009,12765.28,2024-01-01 19:17:00
T1159,A1235,A1471,12327.02,2024-01-01 19:18:00
T1160,A1039,A1441,178.1,2024-01-01 19:19:00
T1161,A1160,A1294,10485.88,2024-01-01 19:20:00
T1162,A1219,A1293,827.78,2024-01-01 19:21:00
T1163,A1207,A1363,2448.88,2024-01-01 19:22:00
T1164,A1327,A1213,8163.95,2024-01-01 19:23:00
T1165,A1148,A1058,1051.55,2024-01-01 19:24:00
T1166,A1207,A1010,10221.4,2024-01-01 19:25:00
T1167,A1494,A1166,10707.54,2024-01-01 19:26:00
T1168,A1087,A1410,4249.17,2024-01-01 19:27:00
T1169,A1485,A1316,38.44,2024-01-01 19:28:00
T1170,A1235,A1425,2029.96,2024-01-01 19:29:00
T1171,A1353,A1470,5757.18,2024-01-01 19:30:00
T1172,A1185,A1045,23838.98,2024-01-01 19:31:00
T1173,A1223,A1432,5994.99,2024-01-01 19:32:00
T1174,A1054,A1124,1805.04,2024-01-01 19:33:00
T1175,A1223,A1301,6030.83,2024-01-01 19:34:00
T1176,A1205,A1268,4658.98,2024-01-01 19:35:00
T1177,A1040,A1202,9080.55,2024-01-01 19:36:00
T1178,A1445,A1158,678.88,2024-01-01 19:37:00
T1179,A1381,A1173,8588.45,2024-01-01 19:38:00
T1180,A1113,A1170,4675.72,2024-01-01 19:39:00
T1181,A1398,A1086,19779.73,2024-01-01 19:40:00
T1182,A1039,A1261,2510.14,2024-01-01 19:41:00
T1183,A1324,A1058,6008.18,2024-01-01 19:42:00
T1184,A1271,A1261,16131.97,2024-01-01 19:43:00
T1185,A1099,A1463,648.92,2024-01-01 19:44:00
T1186,A1397,A1178,16609.52,2024-01-01 19:45:00
T1187,A1179,A1372,6986.32,2024-01-01 19:46:00
T1188,A1490,A1419,421.49,2024-01-01 19:47:00
T1189,A1330,A1417,2148.31,2024-01-01 19:48:00
T1190,A1075,A1120,7389.55,2024-01-01 19:49:00
T1191,A1052,A1074,418.36,2024-01-01 19:50:00
T1192,A1131,A1101,5236.09,2024-01-01 19:51:00
T1193,A1088,A1308,2546.81,2024-01-01 19:52:00
T1194,A1078,A1389,5819.98,2024-01-01 19:53:00
T1195,A1388,A1335,280.93,2024-01-01 19:54:00
T1196,A1038,A1090,12312.68,2024-01-01 19:55:00
T1197,A1487,A1395,21781.17,2024-01-01 19:56:00
T1198,A1321,A1252,20819.01,2024-01-01 19:57:00
T1199,A1237,A1386,8309.42,2024-01-01 19:58:00
T1200,A1288,A1389,836.17,2024-01-01 19:59:00
T1201,A1296,A1229,8519.43,2024-01-01 20:00:00
T1202,A1348,A1473,149.37,2024-01-01 20:01:00
T1203,A1451,A1289,134.23,2024-01-01 20:02:00
T1204,A1329,A1325,2345.91,2024-01-01 20:03:00
T1205,A1319,A1165,4024.13,2024-01-01 20:04:00
T1206,A1442,A1497,8828.69,2024-01-01 20:05:00
T1207,A1321,A1161,6898.71,2024-01-01 20:06:00
T1208,A1077,A1225,3542.49,2024-01-01 20:07:00
T1209,A1034,A1240,1918.15,2024-01-01 20:08:00
T1210,A1226,A1323,35109.17,2024-01-01 20:09:00
T1211,A1155,A1407,3332.65,2024-01-01 20:10:00
T1212,A1140,A1302,3602.17,2024-01-01 20:11:00
T1213,A1028,A1180,1072.06,2024-01-01 20:12:00
T1214,A1259,A1037,9502.9,2024-01-01 20:13:00
T1215,A1158,A1236,7098.79,2024-01-01 20:14:00
T1216,A1231,A1019,1496.69,2024-01-01 20:15:00
T1217,A1029,A1188,515.84,2024-01-01 20:16:00
T1218,A1425,A1146,6845.97,2024-01-01 20:17:00
T1219,A1039,A1330,6376.77,2024-01-01 20:18:00
T1220,A1442,A1437,1915.12,2024-01-01 20:19:00
T1221,A1046,A1314,18078.93,2024-01-01 20:20:00
T1222,A1304,A1259,982.59,2024-01-01 20:21:00
T1223,A1196,A1236,3397.34,2024-01-01 20:22:00
T1224,A1297,A1283,17253.41,2024-01-01 20:23:00
T1225,A1488,A1405,3265.54,2024-01-01 20:24:00
T1226,A1378,A1458,6105.39,2024-01-01 20:25:00
T1227,A1021,A1230,3040.95,2024-01-01 20:26:00
T1228,A1465,A1414,1923.01,2024-01-01 20:27:00
T1229,A1292,A1333,24802.62,2024-01-01 20:28:00
T1230,A1096,A1164,3159.03,2024-01-01 20:29:00
T1231,A1309,A1243,13471.52,2024-01-01 20:30:00
T1232,A1256,A1077,1567.83,2024-01-01 20:31:00
T1233,A1490,A1031,1437.96,2024-01-01 20:32:00
T1234,A1230,A1052,189.77,2024-01-01 20:33:00
T1235,A1415,A1460,6327.58,2024-01-01 20:34:00
T1236,A1428,A1175,2758.19,2024-01-01 20:35:00
T1237,A1365,A1043,11986.43,2024-01-01 20:36:00
T1238,A1258,A1330,3845.72,2024-01-01 20:37:00
T1239,A1088,A1020,20688.49,2024-01-01 20:38:00
T1240,A1126,A1362,1231.27,2024-01-01 20:39:00
T1241,A1224,A1224,12178.11,2024-01-01 20:40:00
T1242,A1268,A1267,8992.66,2024-01-01 20:41:00
T1243,A1312,A1081,8842.15,2024-01-01 20:42:00
T1244,A1186,A1190,11177.6,2024-01-01 20:43:00
T1245,A1469,A1144,8588.35,2024-01-01 20:44:00
T1246,A1198,A1209,5904.53,2024-01-01 20:45:00
T1247,A1396,A1173,844.16,2024-01-01 20:46:00
T1248,A1347,A1306,198.4,2024-01-01 20:47:00
T1249,A1026,A1404,15218.3,2024-01-01 20:48:00
T1250,A1323,A1331,5752.85,2024-01-01 20:49:00
T1251,A1171,A1033,9553.64,2024-01-01 20:50:00
T1252,A1168,A1048,3941.15,2024-01-01 20:51:00
T1253,A1285,A1347,748.67,2024-01-01 20:52:00
T1254,A1197,A1145,802.46,2024-01-01 20:53:00
T1255,A1129,A1370,6941.87,2024-01-01 20:54:00
T1256,A1436,A1336,3375.93,2024-01-01 20:55:00
T1257,A1493,A1464,1342.8,2024-01-01 20:56:00
T1258,A1308,A1447,4058.86,2024-01-01 20:57:00
T1259,A1076,A1170,398.18,2024-01-01 20:58:00
T1260,A1041,A1298,5233.23,2024-01-01 20:59:00
T1261,A1339,A1072,1880.0,2024-01-01 21:00:00
T1262,A1469,A1179,9583.84,2024-01-01 21:01:00
T1263,A1158,A1495,2229.53,2024-01-01 21:02:00
T1264,A1335,A1357,3644.24,2024-01-01 21:03:00
T1265,A1339,A1200,70.13,2024-01-01 21:04:00
T1266,A1066,A1304,451.23,2024-01-01 21:05:00
T1267,A1362,A1480,2990.35,2024-01-01 21:06:00
T1268,A1043,A1158,3922.85,2024-01-01 21:07:00
T1269,A1286,A1192,5498.05,2024-01-01 21:08:00
T1270,A1329,A1405,2069.01,2024-01-01 21:09:00
T1271,A1168,A1416,7124.3,2024-01-01 21:10:00
T1272,A1065,A1343,11801.93,2024-01-01 21:11:00
T1273,A1359,A1424,9080.7,2024-01-01 21:12:00
T1274,A1484,A1378,242.55,2024-01-01 21:13:00
T1275,A1350,A1467,3929.41,2024-01-01 21:14:00
T1276,A1269,A1047,665.12,2024-01-01 21:15:00
T1277,A1330,A1343,1662.79,2024-01-01 21:16:00
T1278,A1216,A1260,25903.1,2024-01-01 21:17:00
T1279,A1185,A1009,922.37,2024-01-01 21:18:00
T1280,A1185,A1158,4145.56,2024-01-01 21:19:00
T1281,A1092,A1486,5776.45,2024-01-01 21:20:00
T1282,A1109,A1174,7273.34,2024-01-01 21:21:00
T1283,A1485,A1392,4921.09,2024-01-01 21:22:00
T1284,A1248,A1098,58.91,2024-01-01 21:23:00
T1285,A1115,A1070,2371.26,2024-01-01 21:24:00
T1286,A1079,A1039,4375.28,2024-01-01 21:25:00
T1287,A1151,A1432,551.81,2024-01-01 21:26:00
T1288,A1403,A1051,2590.49,2024-01-01 21:27:00
T1289,A1259,A1394,202.6,2024-01-01 21:28:00
T1290,A1276,A1427,491.03,2024-01-01 21:29:00
T1291,A1378,A1452,3034.27,2024-01-01 21:30:00
T1292,A1269,A1019,854.33,2024-01-01 21:31:00
T1293,A1338,A1172,5029.6,2024-01-01 21:32:00
T1294,A1448,A1392,7016.75,2024-01-01 21:33:00
T1295,A1316,A1067,9674.25,2024-01-01 21:34:00
T1296,A1305,A1192,1339.99,2024-01-01 21:35:00
T1297,A1078,A1083,1099.81,2024-01-01 21:36:00
T1298,A1092,A1425,662.69,2024-01-01 21:37:00
T1299,A1354,A1394,6070.7,2024-01-01 21:38:00
T1300,A1319,A1414,7354.77,2024-01-01 21:39:00
T1301,A1462,A1084,192.57,2024-01-01 21:40:00
T1302,A1369,A1224,16513.16,2024-01-01 21:41:00
T1303,A1022,A1210,320.22,2024-01-01 21:42:00
T1304,A1186,A1346,4676.11,2024-01-01 21:43:00
T1305,A1368,A1121,7407.84,2024-01-01 21:44:00
T1306,A1496,A1227,12286.22,2024-01-01 21:45:00
T1307,A1312,A1145,7512.4,2024-01-01 21:46:00
T1308,A1385,A1383,9708.7,2024-01-01 21:47:00
T1309,A1401,A1229,2488.1,2024-01-01 21:48:00
T1310,A1119,A1273,10118.73,2024-01-01 21:49:00
T1311,A1122,A1158,501.04,2024-01-01 21:50:00
T1312,A1494,A1414,13512.3,2024-01-01 21:51:00
T1313,A1401,A1240,4759.03,2024-01-01 21:52:00
T1314,A1462,A1427,10199.39,2024-01-01 21:53:00
T1315,A1099,A1188,3612.37,2024-01-01 21:54:00
T1316,A1347,A1484,6189.83,2024-01-01 21:55:00
T1317,A1292,A1225,4484.39,2024-01-01 21:56:00
T1318,A1236,A1393,7891.43,2024-01-01 21:57:00
T1319,A1144,A1398,510.93,2024-01-01 21:58:00
T1320,A1195,A1257,373.5,2024-01-01 21:59:00
T1321,A1270,A1214,1702.96,2024-01-01 22:00:00
T1322,A1494,A1082,1042.87,2024-01-01 22:01:00
T1323,A1418,A1102,12324.21,2024-01-01 22:02:00
T1324,A1410,A1309,1484.72,2024-01-01 22:03:00
T1325,A1070,A1446,22344.62,2024-01-01 22:04:00
T1326,A1128,A1026,2464.94,2024-01-01 22:05:00
T1327,A1328,A1246,1206.22,2024-01-01 22:06:00
T1328,A1447,A1190,9355.28,2024-01-01 22:07:00
T1329,A1283,A1478,6450.1,2024-01-01 22:08:00
T1330,A1052,A1364,4137.27,2024-01-01 22:09:00
T1331,A1433,A1264,4862.99,2024-01-01 22:10:00
T1332,A1435,A1063,7620.71,2024-01-01 22:11:00
T1333,A1145,A1042,1556.16,2024-01-01 22:12:00
T1334,A1390,A1082,33651.79,2024-01-01 22:13:00
T1335,A1139,A1230,22083.84,2024-01-01 22:14:00
T1336,A1463,A1262,6304.52,2024-01-01 22:15:00
T1337,A1075,A1425,1335.43,2024-01-01 22:16:00
T1338,A1223,A1046,6840.89,2024-01-01 22:17:00
T1339,A1484,A1466,449.62,2024-01-01 22:18:00
T1340,A1113,A1418,186.79,2024-01-01 22:19:00
T1341,A1230,A1452,1787.87,2024-01-01 22:20:00
T1342,A1178,A1476,3726.33,2024-01-01 22:21:00
T1343,A1013,A1212,12162.12,2024-01-01 22:22:00
T1344,A1027,A1202,7793.42,2024-01-01 22:23:00
T1345,A1257,A1191,8145.23,2024-01-01 22:24:00
T1346,A1120,A1197,3325.46,2024-01-01 22:25:00
T1347,A1041,A1191,2547.29,2024-01-01 22:26:00
T1348,A1114,A1014,2782.11,2024-01-01 22:27:00
T1349,A1163,A1476,26364.38,2024-01-01 22:28:00
T1350,A1050,A1429,245.61,2024-01-01 22:29:00
T1351,A1365,A1332,12105.86,2024-01-01 22:30:00
T1352,A1171,A1405,5186.11,2024-01-01 22:31:00
T1353,A1074,A1070,3464.09,2024-01-01 22:32:00
T1354,A1019,A1146,7751.53,2024-01-01 22:33:00
T1355,A1469,A1424,4001.01,2024-01-01 22:34:00
T1356,A1241,A1356,12401.44,2024-01-01 22:35:00
T1357,A1425,A1071,13857.77,2024-01-01 22:36:00
T1358,A1388,A1361,3286.19,2024-01-01 22:37:00
T1359,A1240,A1229,1944.65,2024-01-01 22:38:00
T1360,A1315,A1002,5384.08,2024-01-01 22:39:00
T1361,A1463,A1040,14607.34,2024-01-01 22:40:00
T1362,A1009,A1131,1419.37,2024-01-01 22:41:00
T1363,A1110,A1427,5852.53,2024-01-01 22:42:00
T1364,A1076,A1280,5990.87,2024-01-01 22:43:00
T1365,A1481,A1372,7925.58,2024-01-01 22:44:00
T1366,A1311,A1270,846.39,2024-01-01 22:45:00
T1367,A1216,A1056,7548.99,2024-01-01 22:46:00
T1368,A1397,A1147,14383.52,2024-01-01 22:47:00
T1369,A1121,A1154,1188.39,2024-01-01 22:48:00
T1370,A1062,A1024,1627.26,2024-01-01 22:49:00
T1371,A1122,A1214,21325.06,2024-01-01 22:50:00
T1372,A1327,A1406,1197.86,2024-01-01 22:51:00
T1373,A1318,A1234,11560.74,2024-01-01 22:52:00
T1374,A1032,A1056,4066.93,2024-01-01 22:53:00
T1375,A1428,A1463,1703.98,2024-01-01 22:54:00
T1376,A1255,A1305,12276.04,2024-01-01 22:55:00
T1377,A1274,A1008,3536.02,2024-01-01 22:56:00
T1378,A1323,A1263,4339.38,2024-01-01 22:57:00
T1379,A1294,A1123,2670.54,2024-01-01 22:58:00
T1380,A1367,A1073,5392.93,2024-01-01 22:59:00
T1381,A1149,A1219,1071.34,2024-01-01 23:00:00
T1382,A1000,A1314,2976.43,2024-01-01 23:01:00
T1383,A1180,A1123,20922.95,2024-01-01 23:02:00
T1384,A1292,A1213,1791.52,2024-01-01 23:03:00
T1385,A1095,A1340,6415.54,2024-01-01 23:04:00
T1386,A1342,A1043,2359.95,2024-01-01 23:05:00
T1387,A1268,A1499,8909.35,2024-01-01 23:06:00
T1388,A1184,A1034,841.6,2024-01-01 23:07:00
T1389,A1488,A1269,21003.66,2024-01-01 23:08:00
T1390,A1278,A1259,3628.51,2024-01-01 23:09:00
T1391,A1402,A1259,1615.52,2024-01-01 23:10:00
T1392,A1283,A1010,458.03,2024-01-01 23:11:00
T1393,A1199,A1447,1116.23,2024-01-01 23:12:00
T1394,A1240,A1022,4400.99,2024-01-01 23:13:00
T1395,A1325,A1198,2465.91,2024-01-01 23:14:00
T1396,A1191,A1129,10592.46,2024-01-01 23:15:00
T1397,A1382,A1008,3382.06,2024-01-01 23:16:00
T1398,A1182,A1403,1715.82,2024-01-01 23:17:00
T1399,A1034,A1176,5760.59,2024-01-01 23:18:00
T1400,A1123,A1375,7360.94,2024-01-01 23:19:00
T1401,A1336,A1321,1096.63,2024-01-01 23:20:00
T1402,A1053,A1395,1100.79,2024-01-01 23:21:00
T1403,A1297,A1376,224.16,2024-01-01 23:22:00
T1404,A1387,A1170,7999.98,2024-01-01 23:23:00
T1405,A1068,A1022,6540.38,2024-01-01 23:24:00
T1406,A1180,A1279,3861.93,2024-01-01 23:25:00
T1407,A1173,A1416,11153.95,2024-01-01 23:26:00
T1408,A1329,A1089,9829.19,2024-01-01 23:27:00
T1409,A1425,A1398,5281.99,2024-01-01 23:28:00
T1410,A1350,A1237,12162.06,2024-01-01 23:29:00
T1411,A1356,A1245,1382.83,2024-01-01 23:30:00
T1412,A1323,A1093,712.16,2024-01-01 23:31:00
T1413,A1415,A1069,1886.21,2024-01-01 23:32:00
T1414,A1032,A1366,352.69,2024-01-01 23:33:00
T1415,A1397,A1483,4545.08,2024-01-01 23:34:00
T1416,A1234,A1018,16550.29,2024-01-01 23:35:00
T1417,A1150,A1103,240.83,2024-01-01 23:36:00
T1418,A1022,A1405,781.4,2024-01-01 23:37:00
T1419,A1102,A1453,3611.06,2024-01-01 23:38:00
T1420,A1021,A1161,16297.25,2024-01-01 23:39:00
T1421,A1477,A1158,2280.15,2024-01-01 23:40:00
T1422,A1263,A1203,4246.34,2024-01-01 23:41:00
T1423,A1417,A1278,254.77,2024-01-01 23:42:00
T1424,A1242,A1129,963.43,2024-01-01 23:43:00
T1425,A1018,A1385,25888.51,2024-01-01 23:44:00
T1426,A1331,A1097,20134.83,2024-01-01 23:45:00
T1427,A1146,A1182,29.71,2024-01-01 23:46:00
T1428,A1441,A1399,18195.84,2024-01-01 23:47:00
T1429,A1024,A1443,6115.26,2024-01-01 23:48:00
T1430,A1335,A1169,12146.01,2024-01-01 23:49:00
T1431,A1139,A1063,3638.95,2024-01-01 23:50:00
T1432,A1409,A1188,4349.02,2024-01-01 23:51:00
T1433,A1223,A1455,4026.51,2024-01-01 23:52:00
T1434,A1204,A1380,6595.23,2024-01-01 23:53:00
T1435,A1225,A1458,902.5,2024-01-01 23:54:00
T1436,A1489,A1197,182.59,2024-01-01 23:55:00
T1437,A1173,A1498,2208.41,2024-01-01 23:56:00
